Book ID,Book Title,Author,Genre,Summary,Number of Reviews,Average Rating,Publishing Year,Language Code,Gross Sales,Publisher Revenue
11500217,Angelfall,Susan Ee,Fantasy,"It's been six weeks since angels of the apocalypse descended to demolish the modern world. Street gangs rule the day while fear and superstition rule the night. When warrior angels fly away with a helpless little girl, her seventeen-year-old sister Penryn will do anything to get her back.Anything, including making a deal with an enemy angel.Raffe is a warrior who lies broken and wingless on the street. After eons of fighting his own battles, he finds himself being rescued from a desperate situation by a half-starved teenage girl.Traveling through a dark and twisted Northern California, they have only each other to rely on for survival. Together, they journey toward the angels' stronghold in San Francisco where she'll risk everything to rescue her sister and he'll put himself at the mercy of his greatest enemies for the chance to be made whole again.",17551,4.11,2011,en-US,194.04,0.0
11529868,The Orphan Master's Son,Adam  Johnson,Fiction,"Pak Jun Do is the haunted son of a lost mother - a singer ""stolen"" to Pyongyang - and an influential father who runs Long Tomorrows, a work camp for orphans. There the boy is given his first taste of power, picking which orphans eat first and which will be lent out for manual labor. Recognized for his loyalty and keen instincts, Jun Do comes to the attention of superiors in the state, rises in the ranks, and starts on a road from which there will be no return.Considering himself ""a humble citizen of the greatest nation in the world,"" Jun Do becomes a professional kidnapper who must navigate the shifting rules, arbitrary violence, and baffling demands of his Korean overlords in order to stay alive. Driven to the absolute limit of what any human being could endure, he boldly takes on the treacherous role of rival to Kim Jong Il in an attempt to save the woman he loves, Sun Moon, a legendary actress ""so pure, she didn't know what starving people looked like."" Part breathless thriller, part story of innocence lost, part story of romantic love, The Orphan Master's Son is also a riveting portrait of a world heretofore hidden from view: a North Korea rife with hunger, corruption, and casual cruelty but also camaraderie, stolen moments of beauty, and love. A towering literary achievement, The Orphan Master's Son ushers Adam Johnson into the small group of today's greatest writers.An epic novel and a thrilling literary discovery, The Orphan Master's Son follows a young man's journey through the icy waters, dark tunnels, and eerie spy chambers of the world's most mysterious dictatorship, North Korea.",10949,4.06,2012,eng,108.9,65.34
11532160,Requiem,Jamie McGuire,Paranormal,"Dreaming of the dead might mean a restless night for anyone, but for Nina Grey it was a warning. Still healing from her last run-in with Hell, Nina struggles with not only her life as a Brown University student, but also as an intern at Titan Shipping, her father's company. Recurring nightmares about her father's violent death have become a nightly event, but being overwhelmed with guilt from Ryan's unexpected departure to the Armed Forces, and heart ache over Claire being across the ocean to protect him, Nina believes her sleepless nights are the least of her problems—but she's wrong.Worried about Nina's declining health, Jared must steal back Shax's book for answers. Fighting new enemies, and with the help of new friends, Jared's worst fear comes to fruition. Desperate, he is faced with a choice: Fight Hell alone, or start a war with Heaven.",787,4.13,2013,eng,698.6,0.0
11559200,Shadow of Night,Deborah Harkness,Fantasy,"Picking up from A Discovery of Witches’ cliffhanger ending, Shadow of Night takes Diana and Matthew on a trip through time to Elizabethan London, where they are plunged into a world of spies, magic, and a coterie of Matthew’s old friends, the School of Night. As the search for Ashmole 782 deepens and Diana seeks out a witch to tutor her in magic, the net of Matthew’s past tightens around them, and they embark on a very different—and vastly more dangerous—journey.",19289,4.08,2012,eng,1242.44,745.464
11594257,Under the Never Sky,Veronica Rossi,Young Adult,"WORLDS KEPT THEM APART.DESTINY BROUGHT THEM TOGETHER.Aria has lived her whole life in the protected dome of Reverie. Her entire world confined to its spaces, she's never thought to dream of what lies beyond its doors. So when her mother goes missing, Aria knows her chances of surviving in the outer wasteland long enough to find her are slim.Then Aria meets an outsider named Perry. He's searching for someone too. He's also wild—a savage—but might be her best hope at staying alive.If they can survive, they are each other's best hope for finding answers.",9067,3.99,2011,en-GB,446.88,0.0
11594337,The One and Only Ivan,Katherine Applegate,Middle Grade,"Ivan is an easygoing gorilla. Living at the Exit 8 Big Top Mall and Video Arcade, he has grown accustomed to humans watching him through the glass walls of his domain. He rarely misses his life in the jungle. In fact, he hardly ever thinks about it at all.Instead, Ivan thinks about TV shows he’s seen and about his friends Stella, an elderly elephant, and Bob, a stray dog. But mostly Ivan thinks about art and how to capture the taste of a mango or the sound of leaves with color and a well-placed line.Then he meets Ruby, a baby elephant taken from her family, and she makes Ivan see their home—and his own art—through new eyes. When Ruby arrives, change comes with her, and it’s up to Ivan to make it a change for the better.Katherine Applegate blends humor and poignancy to create Ivan’s unforgettable first-person narration in a story of friendship, art, and hope.",18315,4.27,2012,eng,475.41,0.0
11733898,Torment,Lindsay Anne Kendal,Vampires,"Keira has been through Hell, literally..... But now she’s back, and stronger than ever! In this second gripping instalment of the Bloodlines trilogy Keira and her friends – Lily, Lucian, Tyler, Jake and Danny – continue to try and understand their elemental powers, and protect themselves from their enemies, whose ultimate goal is to destroy them.  This time, the stakes are higher – what seems to be a demon rebellion has broken out in hell and the Earth is plunged into chaos. Their problem is, no one – not even Lucifer himself – knows who the rebel leader is. It seems only Keira, her frightened but determined friends, and a new ally – a demon named Eligos - can find out who this person or thing is, why they are suddenly causing so much bloodshed, pain and upset for everyone, and destroy them. Bloody awesome battles, amazing feats of magic, and a stronger-than-death passion, make for an intoxicating, unforgettable read in this powerfully imagined fantasy...",31,4.0,2010,eng,5705.7,0.0
11869272,"Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity",Katherine Boo,Nonfiction,"From Pulitzer Prize-winner Katherine Boo, a landmark work of narrative nonfiction that tells the dramatic and sometimes heartbreaking story of families striving toward a better life in one of the twenty-first century's great, unequal cities.In this brilliantly written, fast-paced book, based on three years of uncompromising reporting, a bewildering age of global change and inequality is made human. Annawadi is a makeshift settlement in the shadow of luxury hotels near the Mumbai airport, and as India starts to prosper, Annawadians are electric with hope. Abdul, a reflective and enterprising Muslim teenager, sees ""a fortune beyond counting"" in the recyclable garbage that richer people throw away. Asha, a woman of formidable wit and deep scars from a childhood in rural poverty, has identified an alternate route to the middle class: political corruption. With a little luck, her sensitive, beautiful daughter - Annawadi's ""most-everything girl"" - will soon become its first female college graduate. And even the poorest Annawadians, like Kalu, a fifteen-year-old scrap-metal thief, believe themselves inching closer to the good lives and good times they call ""the full enjoy."" But then Abdul the garbage sorter is falsely accused in a shocking tragedy; terror and a global recession rock the city; and suppressed tensions over religion, caste, sex, power and economic envy turn brutal. As the tenderest individual hopes intersect with the greatest global truths, the true contours of a competitive age are revealed. And so, too, are the imaginations and courage of the people of Annawadi. With intelligence, humor, and deep insight into what connects human beings to one another in an era of tumultuous change, Behind the Beautiful Forevers carries the reader headlong into one of the twenty-first century's hidden worlds, and into the lives of people impossible to forget.",11768,3.98,2012,en-US,934.83,560.898
11887020,American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,Chris Kyle,Nonfiction,"From 1999 to 2009, U.S. Navy SEAL Chris Kyle recorded the most career sniper kills in United States military history. The Pentagon has officially confirmed more than 150 of Kyle's kills (the previous American record was 109), but it has declined to verify the astonishing total number for this book. Iraqi insurgents feared Kyle so much they named him al-Shaitan (“the devil”) and placed a bounty on his head. Kyle earned legendary status among his fellow SEALs, Marines, and U.S. Army soldiers, whom he protected with deadly accuracy from rooftops and stealth positions. Gripping and unforgettable, Kyle’s masterful account of his extraordinary battlefield experiences ranks as one of the great war memoirs of all time.A native Texan who learned to shoot on childhood hunting trips with his father, Kyle was a champion saddle-bronc rider prior to joining the Navy. After 9/11, he was thrust onto the front lines of the War on Terror, and soon found his calling as a world-class sniper who performed best under fire. He recorded a personal-record 2,100-yard kill shot outside Baghdad; in Fallujah, Kyle braved heavy fire to rescue a group of Marines trapped on a street; in Ramadi, he stared down insurgents with his pistol in close combat. Kyle talks honestly about the pain of war—of twice being shot and experiencing the tragic deaths of two close friends.American Sniper also honors Kyles fellow warriors, who raised hell on and off the battlefield. And in moving first-person accounts throughout, Kyles wife, Taya, speaks openly about the strains of war on their marriage and children, as well as on Chris.Adrenaline-charged and deeply personal, American Sniper is a thrilling eyewitness account of war that only one man could tell.",8675,4.03,2012,eng,2153.06,1291.836
11983940,Scarlet,A.C. Gaughen,Young Adult,"Will Scarlet is good at two things: stealing from the rich and keeping secrets - skills that are in high demand in Robin Hood's band of thieves, who protect the people of Nottingham from the evil sheriff. Scarlet's biggest secret of all is one only Robin and his men know...that she is posing as a thief; that the slip of a boy who is fast with sharp knives is really a girl.The terrible events in her past that led Scarlet to hide her real identity are in danger of being exposed when the thief taker Lord Gisbourne arrives in town to rid Nottingham of the Hood and his men once and for all. As Gisbourne closes in and puts innocent lives at risk, Scarlet must decide how much the people of Nottingham mean to her, especially John Little, a flirtatious fellow outlaw, and Robin, whose quick smiles have the rare power to unsettle her. There is real honor among these thieves and so much more - making this a fight worth dying for.",2866,3.93,2013,eng,1720.62,1032.372
12000020,Aristotle and Dante Discover the Secrets of the Universe,Benjamin Alire Sáenz,Young Adult,"Dante can swim. Ari can't. Dante is articulate and self-assured. Ari has a hard time with words and suffers from self-doubt. Dante gets lost in poetry and art. Ari gets lost in thoughts of his older brother who is in prison. Dante is fair skinned. Ari's features are much darker. It seems that a boy like Dante, with his open and unique perspective on life, would be the last person to break down the walls that Ari has built around himself.But against all odds, when Ari and Dante meet, they develop a special bond that will teach them the most important truths of their lives, and help define the people they want to be. But there are big hurdles in their way, and only by believing in each other―and the power of their friendship―can Ari and Dante emerge stronger on the other side.",72819,4.31,2012,,1082.9,649.74
12033455,I've Got Your Number,Sophie Kinsella,Chick Lit,"Poppy Wyatt has never felt luckier. She is about to marry her ideal man, Magnus Tavish, but in one afternoon her “happily ever after” begins to fall apart. Not only has she lost her engagement ring in a hotel fire drill, but in the panic that follows, her phone is stolen. As she paces shakily around the lobby, she spots an abandoned phone in a trash can. Finders keepers! Now she can leave a number for the hotel to contact her when they find her ring. Perfect! Well, perfect except that the phone’s owner, businessman Sam Roxton, doesn’t agree. He wants his phone back and doesn’t appreciate Poppy reading his messages and wading into his personal life. What ensues is a hilarious and unpredictable turn of events as Poppy and Sam increasingly upend each other’s lives through emails and text messages. As Poppy juggles wedding preparations, mysterious phone calls, and hiding her left hand from Magnus and his parents, she soon realizes that she is in for the biggest surprise of her life.",14642,3.94,2011,eng,960.3,0.0
12127810,The House of Hades,Rick Riordan,Fantasy,"Hazel stands at a crossroads. She and the remaining crew of the Argo II could return home with the Athena Parthenos statue and try to stop Camp Half-Blood and Camp Jupiter from going to war. Or they could continue their quest to find the House of Hades, where they might be able to open the Doors of Death, rescue their friends Percy and Annabeth from Tartarus, and prevent monsters from being reincarnated in the mortal world. Whichever road they decide to take, they have to hurry, because time is running out. Gaea, the bloodthirsty Earth Mother, has set the date of August 1 for her rise to power.Annabeth and Percy are overwhelmed. How will the two of them make it through Tartarus? Starving, thirsty, and in pain, they are barely able to stumble on in the dark and poisonous landscape that holds new horrors at every turn. They have no way of locating the Doors of Death. Even if they did, a legion of Gaea's strongest monsters guards the Doors on the Tartarus side. Annabeth and Percy can't exactly launch a frontal assault.Despite the terrible odds, Hazel, Annabeth, Percy, and the other demigods of the prophecy know that there is only one choice: to attempt the impossible. Not just for themselves, but for everyone they love. Even though love can be the riskiest choice of all.Join the demigods as they face their biggest challenges yet in The House of Hades, the hair-raising penultimate book in the best-selling Heroes of Olympus series.",23009,4.57,2013,eng,668.25,400.95
12180581,Switched,Amanda Hocking,Fantasy,"
Switched - the first book in the Trylle Trilogy... When Wendy Everly was six-years-old, her mother was convinced she was a monster and tried to kill her. It isn't until eleven years later that Wendy discovers her mother might have been right. With the help of Finn Holmes, Wendy finds herself in a world she never knew existed - a world both beautiful and frightening, and Wendy's not sure she wants to be a part of it. 
",7237,3.87,2010,eng,640.93,384.558
12381269,Deadlocked,Charlaine Harris,Fantasy,"Growing up with telepathic abilities, Sookie Stackhouse realized early on that there are things she'd rather not know. An now that she's an adult, she also realizes that some things she knows about, she'd rather not see--like Eric Northman feeding off another woman. A younger one.There's a thing or two she'd like to say about that, but she has to keep quiet--Felipe de Castro, the vampire king of Louisiana (and Arkansas and Nevada), is in town. It's the worst possible time for a human body to show up in Eric's front yard--especially the body of the woman whose blood he just drank.Now it's up to Sookie and Bill, the official Area Five investigator, to solve the murder. Sookie thinks that, at least this time, the dead girl's fate has nothing to do with her. But she is wrong. She has an enemy, one far more devious than she would ever suspect, who's set out to make Sookie's world come crashing down.",7240,3.73,2012,eng,1058.94,635.364
12401556,The Age of Miracles,Karen Thompson Walker,Fiction,"“It’s never the disasters you see coming that finally come to pass—it’s the ones you don’t expect at all,” says Julia, in this spellbinding novel of catastrophe and survival by a superb new writer. Luminous, suspenseful, unforgettable, The Age of Miracles tells the haunting and beautiful story of Julia and her family as they struggle to live in a time of extraordinary change.   On an ordinary Saturday in a California suburb, Julia awakens to discover that something has happened to the rotation of the earth. The days and nights are growing longer and longer; gravity is affected; the birds, the tides, human behavior, and cosmic rhythms are thrown into disarray. In a world that seems filled with danger and loss, Julia also must face surprising developments in herself, and in her personal world: divisions widening between her parents; strange behavior by her friends; the pain and vulnerability of first love; a growing sense of isolation; and a surprising, rebellious new strength. With crystalline prose and the indelible magic of a born storyteller, Karen Thompson Walker paints a breathtaking portrait of people finding ways to go on in an ever-evolving world.",12552,3.66,2012,eng,1314.24,788.544
12578077,Obsidian,Jennifer L. Armentrout,Young Adult,"Starting over sucks.When we moved to West Virginia right before my senior year, I’d pretty much resigned myself to thick accents, dodgy internet access, and a whole lot of boring… until I spotted my hot neighbor, with his looming height and eerie green eyes. Things were looking up.And then he opened his mouth.Daemon is infuriating. Arrogant. Stab-worthy. We do not get along. At all. But when a stranger attacks me and Daemon literally freezes time with a wave of his hand, well, something… unexpected happens. The hot alien living next door marks me.You heard me. Alien. Turns out Daemon and his sister have a galaxy of enemies wanting to steal their abilities, and Daemon’s touch has me lit up like the Vegas Strip. The only way I’m getting out of this alive is by sticking close to Daemon until my alien mojo fades. If I don’t kill him first, that is.",20827,4.14,2011,eng,5191.67,3115.002
12700353,Me and Earl and the Dying Girl,Jesse Andrews,Young Adult,"Greg Gaines is the last master of high school espionage, able to disappear at will into any social environment. He has only one friend, Earl, and together they spend their time making movies, their own incomprehensible versions of Coppola and Herzog cult classics. Until Greg's mother forces him to rekindle his childhood friendship with Rachel. Rachel has been diagnosed with leukemia—cue extreme adolescent awkwardness—but a parental mandate has been issued and must be obeyed. When Rachel stops treatment, Greg and Earl decide the thing to do is to make a film for her, which turns into the Worst Film Ever Made and becomes a turning point in each of their lives. And all at once Greg must abandon invisibility and stand in the spotlight.",15252,3.51,2012,en-US,1241.87,745.122
12716010,Rapture,Lauren Kate,Fantasy,"When evil triumphs… when the world ends… trust your love.The sky is dark with wings… . Like sand in an hourglass, time is running out for Luce and Daniel. To stop Lucifer from erasing the past, they must find the place where the angels fell to earth. Dark forces are after them, and Daniel doesn’t know if he can do this—live only to lose Luce again and again. Yet together they will face an epic battle that will end with lifeless bodies… and angel dust. Great sacrifices are made. Hearts are destroyed. And suddenly Luce knows what must happen. For she was meant to be with someone other than Daniel. The curse they’ve borne has always and only been about her—and the love she cast aside. The choice she makes now will be the only one that truly matters. In the fight for Luce, who will win? The astonishing conclusion to the Fallen series. Heaven can’t wait any longer.",6134,3.99,2012,eng,1282.93,769.758
12751687,Finale,Becca Fitzpatrick,Fantasy,"Nora and Patch thought their troubles were behind them. Hank is gone and they should be able to put his ugly vendetta to rest. But in Hank's absence, Nora has become the unwitting head of the Nephilim and must finish what Hank began. Which ultimately means destroying the fallen angels - destroying Patch.Nora will never let that happen, so she and Patch make a plan: lead everyone to believe they have broken up, and work the system from the inside. Nora will convince the Nephilim that they are making a mistake in fighting the fallen angels, and Patch will find out everything he can from the opposing side. They will end this war before it can even begin.But the best-laid plans often go awry. Nora is put through the paces in her new role and finds herself drawn to an addictive power she never anticipated.As the battle lines are drawn, Nora and Patch must confront the differences that have always been between them and either choose to ignore them or let them destroy the love they have always fought for.",9523,4.12,2012,eng,1516.62,909.972
12812550,Days of Blood & Starlight,Laini Taylor,Fantasy,"Once upon a time, an angel and a devil fell in love and dared to imagine a world free of bloodshed and war.This is not that world.Art student and monster's apprentice Karou finally has the answers she has always sought. She knows who she is—and what she is. But with this knowledge comes another truth she would give anything to undo: She loved the enemy and he betrayed her, and a world suffered for it.In this stunning sequel to the highly acclaimed Daughter of Smoke & Bone, Karou must decide how far she'll go to avenge her people. Filled with heartbreak and beauty, secrets and impossible choices, Days of Blood & Starlight finds Karou and Akiva on opposing sides as an age-old war stirs back to life.While Karou and her allies build a monstrous army in a land of dust and starlight, Akiva wages a different sort of battle: a battle for redemption. For hope.But can any hope be salvaged from the ashes of their broken dream?",15713,4.14,2012,en-CA,325.91,195.546
12875258,Tell the Wolves I'm Home,Carol Rifka Brunt,Fiction,"In this striking literary debut, Carol Rifka Brunt unfolds a moving story of love, grief, and renewal as two lonely people become the unlikeliest of friends and find that sometimes you don't know you've lost someone until you've found them. 1987. There's only one person who has ever truly understood fourteen-year-old June Elbus, and that's her uncle, the renowned painter Finn Weiss. Shy at school and distant from her older sister, June can only be herself in Finn's company; he is her godfather, confidant, and best friend. So when he dies, far too young, of a mysterious illness her mother can barely speak about, June's world is turned upside down. But Finn's death brings a surprise acquaintance into June's life—someone who will help her to heal, and to question what she thinks she knows about Finn, her family, and even her own heart. At Finn's funeral, June notices a strange man lingering just beyond the crowd. A few days later, she receives a package in the mail. Inside is a beautiful teapot she recognizes from Finn's apartment, and a note from Toby, the stranger, asking for an opportunity to meet. As the two begin to spend time together, June realizes she's not the only one who misses Finn, and if she can bring herself to trust this unexpected friend, he just might be the one she needs the most. An emotionally charged coming-of-age novel, Tell the Wolves I'm Home is a tender story of love lost and found, an unforgettable portrait of the way compassion can make us whole again.",16032,4.03,2012,eng,340.29,0.0
12893742,The Serpent's Shadow,Rick Riordan,Fantasy,"He's b-a-a-ack! Despite their best efforts, Carter and Sadie Kane can't seem to keep Apophis, the chaos snake, down. Now Apophis is threatening to plunge the world into eternal darkness, and the Kanes are faced with the impossible task of having to destroy him once and for all. Unfortunately, the magicians of the House of Life are on the brink of civil war, the gods are divided, and the young initiates of Brooklyn House stand almost alone against the forces of chaos. The Kanes' only hope is an ancient spell that might turn the serpent's own shadow into a weapon, but the magic has been lost for a millennia. To find the answer they need, the Kanes must rely on the murderous ghost of a powerful magician who might be able to lead them to the serpent's shadow . . . or might lead them to their deaths in the depths of the underworld. Nothing less than the mortal world is at stake when the Kane family fulfills its destiny in this thrilling conclusion to the Kane Chronicles.",6818,4.28,2012,eng,345.42,0.0
12959233,Winter of the World,Ken Follett,Historical Fiction,"Winter of the World picks up right where the first book left off, as its five interrelated families—American, German, Russian, English, Welsh—enter a time of enormous social, political, and economic turmoil, beginning with the rise of the Third Reich, through the Spanish Civil War and the great dramas of World War II, up to the explosions of the American and Soviet atomic bombs.Carla von Ulrich, born of German and English parents, finds her life engulfed by the Nazi tide until she commits a deed of great courage and heartbreak. . . . American brothers Woody and Chuck Dewar, each with a secret, take separate paths to momentous events, one in Washington, the other in the bloody jungles of the Pacific. . . . English student Lloyd Williams discovers in the crucible of the Spanish Civil War that he must fight Communism just as hard as Fascism. . . . Daisy Peshkov, a driven American social climber, cares only for popularity and the fast set, until the war transforms her life, not just once but twice, while her cousin Volodya carves out a position in Soviet intelligence that will affect not only this war—but the war to come.These characters and many others find their lives inextricably entangled as their experiences illuminate the cataclysms that marked the century. From the drawing rooms of the rich to the blood and smoke of battle, their lives intertwine, propelling the reader into dramas of ever-increasing complexity.",9145,4.37,2012,eng,1488.51,893.106
13047090,Onyx,Jennifer L. Armentrout,Young Adult,"BEING CONNECTED TO DAEMON BLACK SUCKS… Thanks to his alien mojo, Daemon’s determined to prove what he feels for me is more than a product of our bizarro connection. So I’ve sworn him off, even though he’s running more hot than cold these days. But we’ve got bigger problems.SOMETHING WORSE THAN ARUM HAS COME TO TOWN The Department of Defense is here. If they ever find out what Daemon can do and that we’re linked, I’m a goner. So is he. And there’s this new boy in school who’s got a secret of his own. He knows what’s happened to me and he can help, but to do so, I have to lie to Daemon and stay away from him. Like that’s possible. Against all common sense, I’m falling for Daemon. Hard.BUT THEN, EVERYTHING CHANGES I’ve seen someone who shouldn’t be alive. And I have to tell Daemon, even though I know he’s never going to stop searching until he gets the truth. What happened to his brother? Who betrayed him? And what does the DOD want from them—from me?NO ONE IS WHO THEY SEEM. AND NOT EVERYONE WILL SURVIVE THE LIES.",11715,4.24,2012,eng,1127.5,676.5
13070346,Blood Rites,Quinn Loftis,Paranormal,"With the challenge complete and the corrupt Alpha of Coldspring defeated Fane is now free to complete the mate bond with Jacque and perform the Blood Rites. Although the challenge is done, the effects are far-reaching. Once it is known that Vasile, one of the strongest Alphas in the world is in America, specifically Coldspring, TX, there is one Alpha who cannot overlook the significance of this. An Alpha who happens to share Jacque's DNA, but is this the one she needs to fear? With her mom driving and her two best friends, Jen and Sally in tow, Jacque sets off for her happily ever after. She will soon realize a plan has been put in motion that will change her course and possibly tear her from Fane's grasp forever. It will take a wolf pack, her mother's love, her two best friend's unrelenting determination, her own will to survive and the undying love of her mate to bring her home. The question remains if she fights, if she endures, who will she be, what will be left once she is back in her mate's arms?",997,4.39,2004,eng,1041.68,625.008
13089710,The Kill Order,James Dashner,Dystopia,"Before WICKED was formed, before the Glade was built, before Thomas entered the Maze, sun flares hit the earth and mankind fell to disease.Mark and Trina were there when it happened, and they survived. But surviving the sun flares was easy compared to what came next. Now a disease of rage and lunacy races across the eastern United States, and there’s something suspicious about its origin. Worse yet, it’s mutating, and all evidence suggests that it will bring humanity to its knees.Mark and Trina are convinced there’s a way to save those left living from descending into madness. And they’re determined to find it—if they can stay alive. Because in this new, devastated world, every life has a price. And to some, you’re worth more dead than alive.",11716,3.71,2012,eng,1059.86,635.916
13125947,Reached,Ally Condie,Young Adult,"After leaving Society to desperately seek The Rising, and each other, Cassia and Ky have found what they were looking for, but at the cost of losing each other yet again. Cassia is assigned undercover in Central city, Ky outside the borders, an airship pilot with Indie. Xander is a medic, with a secret. All too soon, everything shifts again.",12054,3.54,2012,,155.43,0.0
13206760,Scarlet,Marissa Meyer,Fantasy,"Cinder is back and trying to break out of prison―even though she'll be the Commonwealth's most wanted fugitive if she does―in this second installment from Marissa Meyer. Halfway around the world, Scarlet Benoit's grandmother is missing. It turns out there are many things Scarlet doesn't know about her grandmother, or the grave danger she has lived in her whole life. When Scarlet encounters Wolf, a street fighter who may have information as to her grandmother's whereabouts, she is loath to trust this stranger, but is inexplicably drawn to him, and he to her. As Scarlet and Wolf unravel one mystery, they encounter another when they meet Cinder. Now, all of them must stay one step ahead of the vicious Lunar Queen Levana. The adventure continues in this fresh fairytale retelling that combines elements of Cinderella and Little Red Riding Hood.",39114,4.24,2013,eng,1720.62,1032.372
13206828,Cress,Marissa Meyer,Fantasy,"In this third book in the Lunar Chronicles, Cinder and Captain Thorne are fugitives on the run, now with Scarlet and Wolf in tow. Together, they're plotting to overthrow Queen Levana and her army.Their best hope lies with Cress, a girl imprisoned on a satellite since childhood who's only ever had her netscreens as company. All that screen time has made Cress an excellent hacker. Unfortunately, she's just received orders from Levana to track down Cinder and her handsome accomplice.When a daring rescue of Cress goes awry, the group is separated. Cress finally has her freedom, but it comes at a higher price. Meanwhile, Queen Levana will let nothing prevent her marriage to Emperor Kai. Cress, Scarlet, and Cinder may not have signed up to save the world, but they may be the only hope the world has.",33807,4.41,2014,eng,1154.14,692.484
13206900,Winter,Marissa Meyer,Young Adult,"Princess Winter is admired for her grace, kindness and beauty, despite the scars on her face. She's said to be even more breath-taking than her stepmother, Queen Levana...When Winter develops feelings for the handsome palace guard, Jacin, she fears the evil Queen will crush their romance before it has a chance to begin.But there are stirrings against the Queen across the land. Together with the cyborg mechanic, Cinder, and her allies, Winter might even find the power to launch a revolution and win a war that's been raging for far too long.Can Cinder, Scarlet, Cress, and Winter claim their happily ever afters by defeating Levana once and for all?",31871,4.42,2015,eng,397.86,0.0
13227454,The Unlikely Pilgrimage of Harold Fry,Rachel Joyce,Fiction,"Meet Harold Fry, recently retired. He lives in a small English village with his wife, Maureen, who seems irritated by almost everything he does, even down to how he butters his toast. Little differentiates one day from the next. Then one morning the mail arrives, and within the stack of quotidian minutiae is a letter addressed to Harold in a shaky scrawl from a woman he hasn't seen or heard from in twenty years. Queenie Hennessy is in hospice and is writing to say goodbye. Harold pens a quick reply and, leaving Maureen to her chores, heads to the corner mailbox. But then, as happens in the very best works of fiction, Harold has a chance encounter, one that convinces him that he absolutely must deliver his message to Queenie in person. And thus begins the unlikely pilgrimage. Harold Fry is determined to walk six hundred miles from Kingsbridge to the hospice in Berwick-upon-Tweed because, he believes, as long as he walks, Queenie Hennessey will live. Still in his yachting shoes and light coat, Harold embarks on his urgent quest across the countryside. Along the way he meets one character after another, each of whom unlocks his long-dormant spirit and sense of promise. Memories of his first dance with Maureen, his wedding day, his joy in fatherhood, come rushing back to him - allowing him to also reconcile the losses and the regrets. As for Maureen, she finds herself missing Harold for the first time in years. And then there is the unfinished business with Queenie Hennessy.",20651,3.94,2012,eng,3694.6,2216.76
13262783,Every Day,David Levithan,Young Adult,"Every day a different body. Every day a different life. Every day in love with the same girl.There’s never any warning about where it will be or who it will be. A has made peace with that, even established guidelines by which to live: Never get too attached. Avoid being noticed. Do not interfere.It’s all fine until the morning that A wakes up in the body of Justin and meets Justin’s girlfriend, Rhiannon. From that moment, the rules by which A has been living no longer apply. Because finally A has found someone A wants to be with—day in, day out, day after day.",23082,3.9,2012,eng,1149.12,689.472
13281368,The Twelve,Justin Cronin,Horror,"In his internationally bestselling and critically acclaimed novel The Passage, Justin Cronin constructed an unforgettable world transformed by a government experiment gone horribly wrong. Now the scope widens and the intensity deepens as the epic story surges forward with The Twelve. In the present day, as the man-made apocalypse unfolds, three strangers navigate the chaos. Lila, a doctor and an expectant mother, is so shattered by the spread of violence and infection that she continues to plan for her child’s arrival even as society dissolves around her. Kittridge, known to the world as “Last Stand in Denver,” has been forced to flee his stronghold and is now on the road, dodging the infected, armed but alone and well aware that a tank of gas will get him only so far. April is a teenager fighting to guide her little brother safely through a landscape of death and ruin. These three will learn that they have not been fully abandoned—and that in connection lies hope, even on the darkest of nights. One hundred years in the future, Amy and the others fight on for humankind’s salvation...unaware that the rules have changed. The enemy has evolved, and a dark new order has arisen with a vision of the future infinitely more horrifying than man’s extinction. If the Twelve are to fall, one of those united to vanquish them will have to pay the ultimate price.",8196,4.02,2012,eng,538.92,0.0
13362536,Opal,Jennifer L. Armentrout,Young Adult,"No one is like Daemon Black.When he set out to prove his feelings for me, he wasn’t fooling around. Doubting him isn’t something I’ll do again, and now that we’ve made it through the rough patches, well… There’s a lot of spontaneous combustion going on.But even he can’t protect his family from the danger of trying to free those they love.After everything, I’m no longer the same Katy. I’m different… And I’m not sure what that will mean in the end. When each step we take in discovering the truth puts us in the path of the secret organization responsible for torturing and testing hybrids, the more I realize there is no end to what I’m capable. The death of someone close still lingers, help comes from the most unlikely source, and friends will become the deadliest of enemies, but we won’t turn back. Even if the outcome will shatter our worlds forever.Together we’re stronger… and they know it.",10426,4.24,2012,,105.93,0.0
13414446,Prodigy,Marie Lu,Dystopia,"Injured and on the run, it has been seven days since June and Day barely escaped Los Angeles and the Republic with their lives. Day is believed dead having lost his own brother to an execution squad who thought they were assassinating him. June is now the Republic's most wanted traitor. Desperate for help, they turn to the Patriots - a vigilante rebel group sworn to bring down the Republic. But can they trust them or have they unwittingly become pawns in the most terrifying of political games?",19558,4.23,2013,eng,1524.9,0.0
13453029,Wool Omnibus,Hugh Howey,Science Fiction,"This Omnibus Edition collects the five Wool books into a single volume. The first Wool story was released as a standalone short in July of 2011. Due to reviewer demand, the rest of the story was released over the next six months. This is the story of mankind clawing for survival, of mankind on the edge. The world outside has grown unkind, the view of it limited, talk of it forbidden. But there are always those who hope, who dream. These are the dangerous people, the residents who infect others with their optimism. Their punishment is simple. They are given the very thing they profess to want: They are allowed outside.Alternate cover for B0071XO8RA",17609,4.22,2012,eng,2250.49,1350.294
